,0
9780,60025  >  61532 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9781,60025  >  12174 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9782,60025  >  10024 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9783,60025  >  50001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9784,60025  >  389 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9785,"9099  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9786,"6779  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9787,"6006  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9788,"9917  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9789,"12345  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9790,"3851  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9791,"500  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9792,"1199  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9793,"1718  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9794,"61532  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9795,"12174  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9796,"10024  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9797,"50001  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9798,"389  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9799,60025  >  7778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9800,"7778  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9801,60025  >  32769 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9802,"32769  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9803,60025  >  406 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9804,"406  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9805,60025  >  9099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9806,"9099  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9807,60025  >  6779 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9808,"6779  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9809,60024  >  5298 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9810,"5298  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9811,60024  >  7999 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9812,"7999  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9813,60024  >  4002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9814,"4002  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9815,60024  >  9000 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9816,"9000  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9817,60025  >  3851 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9818,"3851  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9819,60025  >  500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9820,"500  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9821,60025  >  1199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9822,"1199  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9823,60024  >  10004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9824,"10004  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9825,60024  >  1086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9826,"1086  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9827,60024  >  2033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9828,"2033  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9829,60024  >  4001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9830,"4001  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9831,60024  >  1998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9832,60024  >  4045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9833,"1998  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9834,"4045  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9835,60024  >  749 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9836,"749  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9837,60024  >  6881 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9838,"6881  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9839,60024  >  8084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9840,"8084  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9841,60024  >  32778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9842,"32778  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9843,60024  >  8093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9844,"8093  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9845,60024  >  1119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9846,"1119  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9847,60024  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9848,"9002  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9849,60024  >  1875 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9850,"1875  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9851,60024  >  1236 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9852,"1236  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9853,60024  >  1011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9854,"1011  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9855,60026  >  1199 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9856,"1199  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9857,60025  >  10004 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9858,60025  >  1086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9859,"10004  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9860,"1086  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9861,60025  >  2033 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9862,60025  >  4001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9863,"2033  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9864,"4001  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9865,60025  >  1998 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9866,"1998  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9867,60025  >  4045 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9868,"4045  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9869,60025  >  749 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9870,"749  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9871,60025  >  6881 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9872,60025  >  8084 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9873,"6881  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9874,"8084  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9875,60025  >  32778 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9876,"32778  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9877,60025  >  8093 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9878,"8093  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9879,60025  >  1119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9880,60025  >  9002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9881,"1119  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9882,"9002  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9883,60025  >  1875 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9884,"1875  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9885,60025  >  1236 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9886,"1236  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9887,60025  >  1011 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9888,"1011  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9889,60024  >  8086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9890,60024  >  1077 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9891,60024  >  8001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9892,60024  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9893,60024  >  1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9894,60024  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9895,60024  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9896,60024  >  1060 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9897,60024  >  2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9898,60024  >  1556 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9899,60024  >  6002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9900,60024  >  5280 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9901,60024  >  1192 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9902,60024  >  6100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9903,60024  >  1233 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9904,60024  >  34572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9905,60024  >  2100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9906,60025  >  8086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9907,60025  >  1077 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9908,60025  >  8001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9909,"8086  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9910,"1077  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9911,"8001  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9912,"3986  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9913,"1247  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9914,"873  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9915,"49152  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9916,"1060  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9917,"2500  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9918,"1556  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9919,"6002  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9920,"5280  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9921,"1192  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9922,"6100  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9923,"1233  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9924,"34572  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9925,"1077  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9926,"8001  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9927,60025  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9928,"3986  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9929,60025  >  1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9930,"1247  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9931,60025  >  873 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9932,"873  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9933,60025  >  49152 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9934,"49152  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9935,60024  >  5432 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9936,"5432  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9937,60025  >  1060 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9938,"1060  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9939,60025  >  2500 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9940,"2500  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9941,60025  >  6002 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9942,"6002  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9943,60025  >  5280 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9944,"5280  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9945,60025  >  1192 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9946,"1192  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9947,60025  >  6100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9948,"6100  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9949,60025  >  1556 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9950,"1556  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9951,60025  >  1233 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9952,"1233  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9953,60025  >  34572 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9954,"34572  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9955,60025  >  2100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9956,60026  >  8086 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9957,"2100  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9958,"8086  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9959,60026  >  8001 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9960,"8001  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9961,60026  >  3986 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9962,"3986  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9963,60026  >  1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9964,"1247  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9965,60024  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9966,"4005  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9967,60024  >  17 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9968,"17  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9969,60024  >  5100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9970,"5100  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9971,60024  >  1131 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9972,"1131  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9973,60024  >  1085 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9974,"1085  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9975,60024  >  1900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9976,"1900  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9977,60024  >  9877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9978,"9877  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9979,60024  >  5907 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9980,"5907  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9981,60024  >  2005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9982,"2005  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9983,60024  >  1009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9984,"1009  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9985,60024  >  6788 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9986,"6788  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9987,60024  >  10012 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9988,"10012  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9989,60024  >  648 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9990,"648  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9991,60024  >  8099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9992,"8099  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9993,60024  >  8383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9994,"8383  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9995,60024  >  20828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9996,"20828  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9997,60024  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
9998,"8008  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
9999,60027  >  1247 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10000,60025  >  4005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10001,"1247  >  60027 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10002,"4005  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10003,60025  >  17 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10004,"17  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10005,60025  >  5100 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10006,"5100  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10007,60025  >  1131 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10008,"1131  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10009,60025  >  1085 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10010,"1085  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10011,60025  >  1900 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10012,60025  >  9877 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10013,"1900  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10014,"9877  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10015,60025  >  5907 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10016,"5907  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10017,60025  >  2005 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10018,"2005  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10019,60025  >  1009 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10020,"1009  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10021,60025  >  6788 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10022,"6788  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10023,60025  >  10012 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10024,"10012  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10025,60025  >  648 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10026,"648  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10027,60025  >  8099 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10028,"8099  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10029,60025  >  8383 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10030,"8383  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10031,60025  >  8008 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10032,"8008  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10033,60025  >  20828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10034,"20828  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10035,60024  >  6901 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10036,"6901  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10037,60024  >  1091 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10038,"1091  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10039,60024  >  667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10040,"667  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10041,60024  >  32774 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10042,"32774  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10043,60024  >  49159 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10044,"49159  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10045,60024  >  9415 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10046,"9415  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10047,60024  >  41511 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10048,"41511  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10049,60024  >  3168 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10050,"3168  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10051,60024  >  1050 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10052,"1050  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10053,60026  >  20828 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10054,"20828  >  60026 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10055,60025  >  6901 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10056,"6901  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10057,60025  >  1091 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10058,"1091  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10059,60025  >  667 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10060,"667  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10061,60025  >  32774 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10062,"32774  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10063,60025  >  49159 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10064,"49159  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10065,60025  >  9415 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10066,"9415  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10067,60025  >  41511 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10068,"41511  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10069,60025  >  3168 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10070,"3168  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10071,60024  >  1114 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10072,"1114  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10073,60024  >  1075 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10074,"1075  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10075,60024  >  5678 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10076,"5678  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10077,60024  >  109 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10078,"109  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10079,60024  >  1287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10080,"1287  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10081,60024  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10082,"8443  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10083,60024  >  1043 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10084,"1043  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10085,60024  >  6059 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10086,"6059  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10087,60024  >  1272 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10088,"1272  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10089,60025  >  1114 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10090,"1114  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10091,60025  >  1075 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10092,60025  >  5678 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10093,"1075  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10094,"5678  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10095,60025  >  109 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10096,"109  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10097,60024  >  3300 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10098,"3300  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10099,60025  >  1287 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10100,"1287  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10101,60025  >  8443 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10102,"8443  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10103,60025  >  1043 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10104,"1043  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10105,60025  >  6059 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10106,"6059  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10107,60025  >  1272 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10108,"1272  >  60025 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10109,60024  >  1066 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10110,"1066  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10111,60024  >  2119 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10112,"2119  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10113,60024  >  16993 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10114,"16993  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
10115,60024  >  65129 [SYN] Seq=0 Win=1024 Len=0 MSS=1460
10116,"65129  >  60024 [RST, ACK] Seq=1 Ack=1 Win=0 Len=0"
